udp_arrival_to_queue_ns,queue_duration_ns,worker_processing_ns
42,1750,205916
291,85125,69917
1125,1250,33166
541,2125,53209
84,3208,29625
42,3375,33250
125,8375,47542
875,19208,28667
791,4542,30041
125,2000,28792
41,3084,31000
83,2917,30416
84,833,37417
41,2209,37583
83,2292,53500
750,1459,35208
292,4708,38750
84,6125,35708
42,6625,78042
167,26167,83584
84,21625,35625
375,14875,96791
1125,12000,85167
250,1375,31791
750,14250,30583
375,10708,29875
250,6708,31625
500,12084,27875
375,3500,29042
83,9125,26625
84,291,27167
83,417,29708
83,667,30750
41,250,28959
83,292,66916
42,625,70292
292,750,37458
41,584,28750
42,541,28292
83,583,27833
83,3542,27291
250,10792,28750
42,6333,52542
125,4916,31708
292,1583,31500
166,1375,50292
125,1375,31041
167,875,29708
84,666,31334
84,458,37417
1000,916,26375
84,1666,28750
83,2167,26709
83,3583,29417
250,708,28250
42,375,28250
42,2333,27667
41,2500,28833
83,334,29792
42,9583,30083
42,583,29209
42,292,27167
84,1500,28209
83,834,75334
41,22625,30500
42,12750,32750
667,2000,27916
167,333,27167
83,792,27375
84,750,29125
84,333,29083
42,416,26167
41,792,27125
42,500,28583
42,917,27750
42,6667,92125
42,4917,63042
167,958,27291
667,833,26458
41,417,26666
333,667,28334
42,6291,49334
42,1958,29459
83,1042,28041
42,542,28500
41,625,28584
1000,1042,26666
83,13042,28708
83,4167,29375
125,4584,27916
83,583,29584
83,3000,28625
42,625,25708
167,1041,28167
208,5000,26417
42,1833,32250
83,7084,28291
83,375,29458
84,583,28833
84,333,27542
84,458,27583
125,500,28166
42,3000,27500
84,541,29250
83,500,28708
83,708,69875
125,958,28083
167,1083,26667
84,750,29584
83,2667,27916
42,791,30375
42,542,63875
42,11875,40041
250,625,29375
167,1041,28834
42,375,28708
42,292,28708
83,500,27292
84,1250,25625
375,625,28416
292,1083,26333
333,750,28833
125,416,59000
41,24500,43542
125,1125,53084
83,10625,27250
125,791,26459
125,875,29333
125,3000,40875
41,1375,30250
42,208,32333
42,2667,26875
83,1625,26375
42,916,26584
166,2917,29083
84,208,27458
125,834,31042
84,416,29000
84,666,28958
83,750,28667
84,666,27875
84,333,27500
83,250,28042
83,625,26333
125,5834,69708
291,625,27500
250,4542,27958
84,916,28209
83,500,27625
42,625,27375
42,542,28500
41,667,27458
42,875,27417
0,4125,28291
41,1459,28083
83,667,27917
1083,1792,45958
125,1958,26500
292,917,28250
84,541,26083
83,250,28000
83,1042,27833
83,2917,27250
42,791,26833
42,375,79208
83,1125,27292
42,458,31166
42,4583,29791
42,2041,27833
42,3666,27750
42,625,27000
208,1083,27333
41,2417,27500
84,2500,32750
333,1459,27292
84,27500,32584
666,667,27917
167,3208,67083
125,16458,59042
541,8292,26541
83,3958,36959
542,10916,46375
83,4917,28708
167,1250,27541
458,792,28458
84,416,26375
292,1292,28875
292,500,28458
42,26000,29750
84,958,29208
83,500,29084
83,167,30250
83,667,28542
83,542,27458
125,333,28500
42,333,30375
41,334,26625
125,458,27042
84,4125,29750
166,334,28625
83,625,28583
42,708,28708
41,23625,30000
83,458,28750
84,583,28500
84,500,28125
83,250,27417
83,500,27625
83,333,26125
166,834,91000
708,625,31000
417,416,26125
84,291,26542
83,375,28125
84,333,26667
83,1084,28291
83,875,27834
83,625,27458
42,791,69208
84,30875,30416
42,12083,30458
83,2917,30875
42,3542,28084
125,667,26959
83,5792,28042
83,1959,49041
42,625,31125
41,334,29584
84,541,29250
41,4875,27834
83,750,28333
42,333,27208
42,250,27958
41,584,29750
84,4458,28791
167,958,29000
250,6333,28458
0,2500,83916
875,1708,27500
42,5375,35458
41,5375,99625
42,1166,37625
375,3958,36625
167,12625,32875
167,15125,37208
125,8833,103041
167,1208,103042
459,13166,29292
500,14750,184500
125,834,26709
41,542,26291
125,958,27625
209,5708,29708
83,459,27500
84,1125,27541
41,209,27334
83,4167,29500
42,875,29708
42,708,90375
83,875,84042
42,27292,34208
84,4666,33542
292,2167,29708
208,792,50625
83,958,32834
83,6084,31375
83,334,29584
83,500,29000
41,375,27375
84,250,27750
83,667,28083
83,209,27250
83,625,27083
83,3959,26875
42,1083,30917
542,3000,40167
291,1834,25958
41,2375,34375
1042,875,62625
125,10791,83375
83,48625,65083
125,25500,152208
125,4292,61125
42,5125,56250
1000,1042,71791
250,4583,51583
125,459,28750
83,1042,28792
83,1167,26958
84,4375,30334
125,14209,29667
125,3834,28084
83,750,27084
42,667,27083
83,458,74417
41,834,55416
208,3917,28125
208,458,28792
84,708,28333
42,3666,29333
83,375,27333
250,1541,30666
42,21667,27542
42,10750,26875
125,9791,52000
125,41000,30416
125,58458,32083
83,83042,30334
459,47791,54833
291,625,35917
83,2584,43959
583,833,26125
83,1542,28792
125,1792,39166
250,2125,26875
42,375,25750
42,2667,27041
84,333,33500
83,792,28834
83,834,28500
125,625,28166
41,417,29166
84,250,27917
125,416,28459
125,292,27375
83,375,86459
125,30416,26583
292,6125,27792
42,625,26667
84,1583,56667
41,667,35250
209,916,31334
709,916,30375
125,459,27459
83,333,27834
42,333,27917
83,1208,28459
41,459,26000
41,417,29291
41,292,28541
166,1125,26833
41,2125,26834
42,9333,30125
42,4500,58958
125,875,30125
792,4583,52625
84,3500,28584
41,584,92083
42,1375,81166
125,28750,30208
167,21333,49417
41,500,27750
84,1000,27916
125,3125,50958
84,9250,56917
625,8416,28791
84,1125,29125
292,958,68292
84,4750,43125
83,19083,81542
375,14000,37459
42,12958,83209
83,709,31250
167,875,28209
416,13209,25792
250,7709,42708
500,875,27750
42,1583,26541
42,4333,31417
833,1167,27208
83,1209,28916
83,584,28000
42,208,30458
42,208,28083
42,375,29791
83,292,28750
83,4083,27708
42,333,28292
42,375,29000
292,5000,28167
42,2125,35958
42,7541,88625
84,7375,46791
125,3584,28416
125,750,33000
83,875,29125
84,1000,30708
333,3667,30208
500,1083,29084
125,1459,27541
83,4750,29792
125,917,44291
209,4125,29875
83,500,27084
41,667,28125
84,4166,28209
84,666,29375
83,417,29208
42,375,27208
84,291,27500
125,500,28708
125,458,28208
84,375,27916
41,709,29083
83,417,26750
208,1208,27667
208,3625,28333
84,416,27917
83,3583,27875
84,3833,35458
42,791,33667
42,333,28833
42,666,28042
42,1208,27083
42,208,27042
41,417,94292
42,36500,39875
42,32750,39666
208,2667,26958
42,2083,29667
41,2209,28125
125,2125,29833
41,459,27209
41,500,29375
42,833,27416
42,9375,26292
83,3334,28791
42,3416,29042
41,5875,25959
41,3625,32542
83,1708,96042
167,1958,27125
41,6334,50959
125,250,28708
41,375,30333
42,750,30250
84,666,28209
42,542,28250
125,416,27708
125,708,80084
42,3500,66666
83,22042,31167
83,334,27833
41,417,27917
334,4958,27458
41,875,27167
42,12583,27875
250,1417,29250
83,417,27417
84,375,28000
42,375,29000
84,375,28917
83,417,84292
167,17083,29417
41,10334,34208
42,541,28584
83,1042,28500
125,2625,26625
42,1875,32708
83,27292,35750
167,20500,57625
41,16959,35541
41,6834,73459
125,3750,32708
42,1041,74667
42,3125,29083
42,3458,31042
167,1000,32875
125,7625,33000
42,5458,29458
375,1458,27375
125,2084,45292
83,2834,32291
83,2584,28625
83,583,28417
42,625,28334
84,208,26375
84,3625,62208
84,8291,85625
166,20125,85209
209,23250,37750
125,583,108250
42,7292,64000
250,1083,27250
84,1875,27041
83,709,29667
42,667,29833
42,1291,64917
42,2458,36583
125,792,29125
84,1000,28250
42,750,27541
42,3291,27792
541,917,39583
83,292,28542
83,2792,27166
83,583,28708
42,1875,30875
83,708,28750
209,12708,27375
83,667,31000
84,750,28375
41,3875,28125
83,958,30084
42,500,27625
42,291,27625
83,1459,27125
83,417,29833
42,500,26958
208,4667,28375
83,583,27959
41,1250,26792
83,1417,29583
83,709,28209
42,333,69084
42,1583,47875
84,5916,29500
667,917,28125
125,625,30292
542,791,25667
84,291,29375
42,2291,28417
291,1459,28125
42,625,27334
917,1250,28667
166,4417,67083
42,1833,44583
41,3750,30292
166,1334,30625
417,9625,41041
625,1333,115958
125,5208,74875
250,14208,30958
83,2375,30416
166,3375,53750
125,542,30541
42,1041,28458
42,333,27500
42,4916,28000
83,834,27667
41,417,28500
84,250,27209
83,500,80542
83,500,67167
125,13250,32125
41,1292,30166
83,709,28375
83,4417,30500
83,459,28416
125,1167,27750
42,1125,27084
84,375,29125
125,8041,29334
42,500,27667
83,375,27250
83,1292,28291
84,291,27834
41,459,29166
42,1583,28750
83,750,27959
83,584,27917
84,250,51292
125,2917,28000
41,3042,30625
125,8292,106458
625,16125,92375
83,9000,32250
41,6792,34291
83,6458,64833
42,2625,31042
125,1708,45375
667,1083,72583
83,1000,59583
167,833,28458
125,208,24708
375,3500,34750
84,3458,32375
125,19042,36166
416,26542,30500
208,1125,61833
42,625,109416
83,1458,34375
166,2167,34417
125,3500,36209
125,4583,81000
125,1041,65209
292,5375,26542
42,1791,27167
42,1667,112875
1125,1416,57542
458,1250,26709
83,375,28625
42,4166,26750
84,375,27708
83,500,28792
41,5042,29083
84,2958,28625
41,1792,37500
208,11667,26125
83,3083,29209
42,1083,46208
42,3875,29708
791,1500,34750
625,2250,118500
125,20000,33042
375,18375,85375
625,14167,159375
41,61209,39416
125,7750,35709
42,10333,33417
84,16833,32792
84,23583,32000
41,24750,33084
42,10083,93292
83,4500,49709
792,1417,31000
41,1959,26250
42,916,26000
625,1291,30500
1041,1834,26459
0,834,26750
83,958,28333
42,1041,27875
42,458,70167
41,2959,112208
41,3625,54000
750,7959,31583
83,24875,55042
334,625,28834
42,2542,27417
125,1292,28041
41,3167,29791
792,3458,26750
41,3542,29875
84,583,28833
41,459,27375
42,375,29125
83,250,28959
42,666,29834
84,708,27041
125,4792,89458
125,4291,26959
83,750,27833
83,2875,29084
83,1209,27458
41,792,28083
84,500,31500
83,709,28458
84,375,28875
42,833,28042
42,292,27958
83,542,28333
83,1667,57666
41,584,92208
291,1000,27584
42,9333,30500
84,1458,29750
83,5584,30708
83,875,29125
42,375,29750
83,917,29625
83,458,30750
84,416,28167
83,208,27792
83,375,27500
83,250,27708
84,541,29250
84,541,39083
42,1083,27375
292,2458,28583
1417,1667,27833
166,1500,88000
958,21084,40417
84,16166,41375
292,19208,82041
83,25958,69458
125,10334,34875
125,35833,31833
42,41916,66375
83,28625,89750
208,792,17500
83,5792,28083
41,5250,27667
41,959,27583
42,917,27791
42,3125,29792
41,292,85750
42,1208,65375
125,15917,29041
125,2917,29375
166,750,30875
83,458,28000
2375,3792,26584
125,708,45708
333,959,29542
84,500,28209
42,958,44417
42,2333,29709
83,458,27625
42,3083,29333
42,791,29125
83,250,27625
83,375,27583
250,666,28042
42,833,27542
83,667,30375
83,459,28167
125,708,25875
83,625,27500
83,1417,29625
209,458,34167
42,10416,28625
42,333,31333
42,708,29167
41,2292,27666
125,1042,35625
83,1333,94958
83,6833,42250
84,15291,43125
167,17958,81875
292,3792,28041
83,5250,30625
125,6542,74166
416,542,28250
208,500,30041
125,15916,34417
208,3250,34750
125,9500,30250
125,4458,29167
167,750,27333
41,4167,28291
84,750,27916
83,3209,29334
84,958,25541
42,875,28458
83,792,27625
42,2666,31000
83,3042,27791
42,666,115792
42,208,46750
125,834,29709
83,458,72458
83,35709,28917
41,15875,29292
84,500,28208
41,7750,26708
167,1333,28000
84,1333,28791
125,1209,27000
208,1417,41958
83,625,30375
83,792,29875
83,625,27584
42,208,27292
84,625,30292
42,458,29292
125,583,105917
167,48916,38375
167,38250,35958
167,541,27292
42,3208,27042
41,625,31083
83,15042,31333
42,958,28792
42,1750,27708
125,375,27875
83,5917,27041
84,1458,35125
83,2667,27625
584,1958,25958
125,4458,28958
83,4125,28750
292,1166,28208
83,1833,47167
41,4334,29209
41,1750,27458
83,1834,26916
41,917,30208
1000,3042,28084
41,3167,29042
84,2750,29084
41,2292,28292
41,1750,28208
83,959,27167
167,708,39125
166,500,43292
42,2708,30542
208,1250,44667
83,2584,32000
42,3625,27250
84,7041,31334
167,1958,29292
83,3750,29042
42,5583,28583
666,1042,28458
84,750,31625
42,1083,27334
42,542,28041
375,542,27250
125,2167,27000
84,2083,28000
42,1167,28708
41,417,62083
83,708,40500
41,459,30208
125,709,28875
83,5000,28750
83,3459,27958
83,667,28250
42,2083,37833
83,2125,26584
125,458,26917
42,3958,28167
42,375,27958
42,458,30375
166,2209,30041
42,333,27667
83,708,27625
84,333,27417
42,208,26917
42,5583,26208
84,250,28750
42,416,27417
83,917,44209
541,1167,30750
375,1625,25542
334,416,30333
83,4250,28084
83,458,29000
41,4667,30625
41,959,27166
83,584,28750
125,291,27458
42,375,27709
83,917,26209
83,459,27875
42,500,28166
83,833,27542
0,1625,26167
83,417,26875
83,1792,26750
42,750,33208
41,2459,78500
84,1666,72375
83,25958,38834
333,959,36042
83,10458,28583
83,292,28708
41,334,28791
83,5000,28541
167,4375,27750
42,875,26167
83,1083,28417
83,875,28583
83,417,27792
83,458,65167
83,500,42292
83,875,30625
42,1416,31542
125,791,29833
83,583,29000
83,250,27375
84,250,27709
83,21000,26916
42,6417,80125
83,1917,82417
83,3792,36042
125,6417,94500
83,875,82041
83,6042,29042
83,2500,84416
542,5083,65333
208,3792,79959
500,7958,87292
83,19375,88333
709,49166,119292
333,1208,28042
41,6625,27334
167,1375,40000
791,1709,29875
125,5292,32416
125,583,32958
375,1708,65375
375,833,36375
208,27167,84334
500,875,29458
333,7917,63458
875,2375,46833
84,4125,186417
84,750,29000
42,458,27416
42,333,26917
42,1167,27166
42,333,26833
0,2417,30375
83,1167,27666
41,667,67500
42,1750,58959
41,1709,30792
125,250,30917
42,1167,51042
125,417,27458
166,584,28291
42,2291,26667
42,2958,27750
83,2542,61375
84,11916,40250
83,917,26500
83,333,28417
83,2292,29041
83,1958,28250
41,500,29125
42,542,28667
42,11458,25459
84,7250,29041
209,1250,28167
84,500,27875
791,1542,28083
167,3042,38958
167,12167,83042
750,833,28250
166,1209,28916
83,10042,47792
42,43416,29333
42,33167,28625
42,2792,161500
83,37542,82500
542,1458,49000
125,4625,27542
41,3750,31167
83,2167,28708
84,1875,29042
83,1209,54417
42,3083,29542
125,3375,30000
125,667,30375
84,1000,28583
84,8291,27625
83,792,27666
42,8625,28084
125,1041,29084
250,666,27500
125,1208,47333
41,1334,51583
83,458,29584
41,292,27583
125,417,29458
83,542,28416
83,542,28833
84,541,28750
41,250,27792
84,583,30250
83,375,28458
83,667,29125
208,1084,28166
42,792,28875
83,1375,28875
83,417,27958
84,416,29458
84,250,28583
83,583,29125
42,375,29041
41,4084,28166
42,4542,30250
125,750,68500
42,1875,47291
208,792,34166
125,792,27416
83,22917,28125
125,3208,30084
83,458,27792
84,333,30625
83,209,29041
84,250,29541
42,625,78916
42,1041,72334
42,22291,33625
250,1125,29666
41,209,30958
42,208,27375
3291,2042,49083
83,1584,32167
41,375,27583
84,333,27292
83,9042,28000
83,292,28000
83,708,28625
42,458,26416
42,416,26000
83,792,26833
83,250,25625
41,459,25542
84,1458,25666
41,1417,25708
83,5584,25500
84,583,27708
42,666,27500
42,1500,26291
41,334,26125
83,625,27500
83,459,25291
42,375,27208
42,417,25750
42,416,25750
42,1000,25416
41,375,25250
1083,1083,33042
83,833,27250
84,916,26417
125,417,59458
42,3167,29500
83,834,28875
125,3667,36334
208,6667,99375
1167,1333,43958
167,2958,38000
750,6000,78709
42,7000,81917
417,833,62125
458,1667,31000
42,3041,30042
292,1625,30750
750,917,28958
41,6167,29292
750,9375,34833
208,2459,35792
83,1875,100084
84,3000,52208
125,959,28125
125,6708,111375
625,875,84667
292,39792,32041
667,1958,76417
167,11583,76833
292,66041,62833
1042,22500,394958
500,20166,60958
250,4791,32542
84,39250,76083
125,16209,197792
375,2417,85000
167,53625,64625
458,19875,226417
583,7792,73709
583,1000,78458
750,709,31834
42,583,26458
84,4166,30042
250,1792,30750
625,1916,31333
42,5708,59667
542,7375,56042
167,1125,37542
41,917,30833
125,291,27833
125,167,77291
833,2500,31667
41,22167,66875
333,792,28625
83,1000,27917
84,1208,29417
42,458,29833
42,792,29292
167,1333,27792
83,4167,29625
83,1292,28583
1334,2875,28500
208,792,28458
41,323625,28750
41,500,29584
84,2291,44167
209,1541,28959
84,1041,28583
83,5375,26833
42,458,29458
83,250,31292
41,917,28542
42,333,29042
84,375,28291
125,375,29959
42,917,29541
83,667,27792
83,292,29125
83,209,28333
292,1667,28625
83,1042,27000
41,5167,28792
83,542,27625
41,667,27666
84,541,27834
83,667,100292
42,333,51416
42,31625,32250
41,20292,33916
166,1917,27458
41,292,27333
42,333,27167
333,2459,28500
42,542,28083
83,625,30375
83,709,41542
41,1792,36833
83,583,28334
41,500,27584
41,542,28708
83,500,26625
83,667,28625
84,1791,27958
41,292,28333
41,959,28000
333,1542,30291
84,1375,28541
42,708,28000
42,958,54250
0,2875,34125
125,625,29208
41,1459,27500
41,4250,26584
917,1125,27416
125,12375,26000
125,541,26709
542,1000,30875
125,375,33083
167,3750,27667
666,1500,30125
250,6250,28125
292,6250,37667
84,12166,30042
125,917,46416
42,3958,35542
125,917,87166
125,667,81958
875,12791,35250
167,10541,62000
84,1458,29500
84,3125,121083
208,3375,27000
83,417,27041
83,2042,28334
41,417,27333
83,584,30458
84,541,72958
42,1833,55708
167,1500,34042
125,792,31291
84,7708,28000
84,750,29333
42,375,27042
84,3791,27833
167,708,27500
42,1292,31500
42,583,27625
83,417,35541
83,917,29583
84,416,29500
83,333,28500
42,167,27083
42,875,26834
42,1166,26500
41,834,30000
84,708,34167
41,2042,43416
125,1541,28375
83,1000,25584
125,1416,27167
41,2459,28916
41,3417,27083
83,250,27708
41,1459,28958
42,1083,27625
83,417,86375
125,6500,73458
166,16209,29125
1000,1083,25458
167,3625,46041
125,1084,26666
83,1250,32667
84,3666,37542
875,4917,36875
125,4458,27458
42,11416,46042
83,6958,29208
42,708,37125
41,1750,36417
541,959,34041
209,9208,29792
84,3750,30208
125,3250,59542
84,625,27542
125,7083,29792
83,792,29584
41,2792,28917
83,250,27917
84,1458,27041
84,6833,29042
83,1833,36083
84,3750,40875
125,792,29292
125,1083,27166
83,417,28500
42,333,26958
208,500,26875
84,416,27917
84,1958,27583
83,792,30458
83,625,27584
42,416,27000
42,333,27458
84,791,28459
83,459,28875
83,3625,28333
84,333,28333
83,375,29125
42,458,58542
542,791,28875
291,6792,27416
41,3667,31417
83,583,27750
84,416,31000
83,1000,28417
83,375,28500
42,208,28708
42,667,114125
83,1917,77458
42,51958,33167
208,21875,31375
1167,1416,26292
83,1417,28291
41,2084,28375
41,667,27875
83,375,28125
42,1125,45500
750,875,28208
41,292,27916
83,625,28916
42,250,26625
83,3334,28125
41,750,27584
83,375,27750
83,3250,28167
208,6084,27084
84,3916,28959
83,417,29459
84,416,28792
125,458,27459
84,500,28709
41,667,28041
83,8500,28750
41,5584,25000
83,13125,26917
750,1375,32000
208,4917,28834
167,6500,49125
166,1334,27750
41,417,26458
42,3000,30333
41,1875,52125
83,833,33709
84,750,27917
83,292,28333
84,291,27792
42,625,28875
42,250,26917
83,209,28167
42,4000,27250
83,209,28000
208,6208,26750
42,2375,27333
42,3333,28833
167,2625,30708
83,1959,27959
83,3042,27708
42,458,28292
42,1500,39666
41,2584,30583
41,1625,26292
42,3500,29167
333,584,27417
83,2250,66000
208,2459,27083
83,5334,26750
42,666,30459
84,1583,27042
42,3666,26875
84,375,26791
42,625,28791
42,250,28209
83,3750,69625
42,291,38209
42,11333,27625
750,875,26250
84,916,27667
83,542,26833
83,625,26541
791,542,25583
0,4125,50167
42,8375,27625
83,7709,28625
41,4834,31000
41,959,27791
208,209,28833
167,417,28084
83,4625,37083
83,1125,30167
41,250,30750
708,1000,29958
125,15416,28167
41,334,29875
83,375,29542
84,1041,27292
83,667,26833
83,458,26959
41,334,28166
83,292,28416
41,375,26750
41,209,27625
125,375,28250
84,2041,79958
209,375,27792
83,4333,28917
83,2792,28542
125,8375,29375
42,500,31333
83,9292,27708
42,208,33708
125,1209,26250
83,334,28458
41,792,26500
84,2625,38334
42,208,30333
83,459,27209
209,1833,28958
42,1166,35958
84,458,26583
84,1250,29791
42,417,28584
750,1708,26167
84,35333,55042
125,8875,93541
208,917,41666
584,4708,28792
42,292,28625
125,875,27125
83,1125,28375
625,25625,30167
750,14666,32667
416,1334,69667
292,25375,26791
125,135667,26709
208,2417,64166
41,1000,31625
125,28292,27500
