udp_arrival_to_queue_ns,queue_duration_ns,worker_processing_ns
166,1084,62375
417,6917,41333
167,13125,40000
500,4458,39792
333,875,37417
208,1542,37500
166,1125,153167
833,38250,34709
583,75792,27375
125,108667,26750
416,17292,32667
166,17209,28916
84,2958,29291
41,7875,29459
83,10750,26125
125,25959,26291
42,52375,33042
41,80125,25208
41,104834,25750
375,135500,54583
583,64792,33084
83,2583,29667
83,9834,27458
84,3708,26500
83,16625,30459
42,5917,27125
125,17542,65167
1042,59375,30792
125,13250,38375
208,49292,114292
83,5042,39875
459,4083,38209
125,750,39000
1500,1584,34541
125,1708,32375
209,1375,28541
125,12708,41875
167,4041,105334
83,1667,28750
166,3709,31291
83,5875,27083
84,3916,29750
83,2583,89250
83,16959,41375
792,7708,29333
1291,5042,33000
708,1126292,31167
1000,1099333,26708
41,971000,36667
125,995750,26375
166,1014375,26292
42,1044875,24917
292,1018542,24625
292,990958,88625
333,1060417,25500
209,1069416,25125
459,662541,28334
500,338666,105542
1167,532375,18542
1084,421291,172500
83,3125,27291
84,6625,27500
42,2458,29583
125,2875,29542
84,2500,28625
125,667,27417
84,1875,29084
42,625,28042
83,709,28292
42,541,27417
1542,23000,48583
84,5166,89042
166,32417,130500
542,875,28458
83,1042,26875
83,917,29416
84,1166,27833
83,958,51542
42,708,34250
167,292,28250
41,1625,29167
84,333,28250
83,4625,31292
83,30167,25167
42,610625,27417
1208,610042,32333
1250,8791,73208
708,1209,69458
250,4500,64125
83,2958,38375
0,1041,76500
42,9833,70833
42,7208,69375
42,1125,79916
83,833,76875
42,2667,34750
42,6041,189417
333,750,182000
167,14917,145292
708,5792,31333
250,1875,79333
41,19334,82834
458,11875,248083
250,104875,65542
292,8958,196792
542,51375,132667
125,116208,79833
42,1125,58208
542,6667,39834
417,958,91167
125,3584,74500
125,5375,133666
916,5792,31458
1209,1458,31500
41,1542,38083
41,2875,39042
84,3666,35583
42,1042,77750
42,2458,73625
83,18458,29917
42,21708,29084
84,32125,40166
125,1083,29417
125,1250,49000
84,1333,27833
666,3709,29542
83,708,27584
42,708,37166
84,8333,37125
84,8583,51041
83,5208,102167
42,11625,30167
625,916,41875
83,14500,30833
83,6125,148833
250,25541,31500
125,4666,193292
166,9459,178709
1166,326875,33083
584,255708,26375
84,274416,26250
625,289042,26542
125,331042,28000
42,443041,54125
42,429000,86541
83,57167,41416
250,29791,123167
125,625,28000
125,3500,28709
167,2000,34750
125,3333,30792
209,833,30208
41,6250,30292
83,250,28417
42,541,29125
83,625,68958
42,2042,47500
84,3333,28542
84,1541,28250
42,1917,29583
41,959,28125
83,667,27875
42,750,27958
42,666,28167
1958,2000,34666
625,959,28417
125,1250,33500
167,2583,30000
42,6166,26667
42,20041,32000
125,18500,151500
1000,28250,178500
125,11500,191542
125,120417,112209
292,85416,66750
291,2792,31208
42,2500,44791
417,5791,30125
41,3375,74917
875,50708,34125
334,25125,33334
125,3792,183084
42,9750,101416
42,3917,29334
709,11541,41792
208,750,30542
84,3291,29292
84,1250,27166
83,1209,31709
458,709,44209
541,1250,29500
42,1333,26625
83,917,29500
583,1083,28292
83,5417,28292
125,667,56166
42,875,36458
750,625,29375
83,875,29375
42,458,28417
83,375,27667
42,1083,29625
41,334,25833
250,26584,66125
125,50625,93375
875,33166,180584
125,1916,33583
42,10458,81250
83,1208,104208
208,917,65209
125,1375,74166
125,792,28708
167,6625,55000
83,11625,52500
83,2667,52000
84,10541,129208
625,33209,76542
542,39250,262291
958,8417,69250
417,129042,287750
375,60250,31167
333,65625,30000
334,17291,27083
208,410542,65125
292,3250,63084
292,74083,29584
83,25833,69833
167,30166,60208
84,2500,61084
333,402500,89125
1500,1292,34834
18958,584,29333
292,1333,58833
83,1042,48916
958,958,28250
83,6917,28792
334,791,77125
166,4042,30458
625,1583,45083
125,5041,32125
375,3458,42417
709,1250,76792
292,1083,79875
375,750,30709
42,1875,28334
83,9417,49333
83,5875,37459
42,2542,43125
41,3292,90916
42,18833,49000
83,1000,27583
84,1000,28792
83,250,28250
41,542,27041
125,1084,26916
167,4000,27250
792,7083,40125
41,9500,32917
42,24416,34083
84,16458,28292
125,958,28958
0,3625,29834
83,917,91666
42,37375,30125
42,2708,130500
125,4292,65542
542,13041,75583
375,13833,26542
209,7041,25417
834,2708,29917
41,667,28708
1084,1291,30167
9000,1292,27458
83,10375,29250
84,4625,29958
83,1875,29584
417,1250,28958
42,1292,31709
792,833,28750
458,6542,26750
84,625,28083
84,6666,42250
125,3583,26583
42,1625,28458
42,791,27542
167,417,27041
41,667,26500
41,1917,27042
42,1208,33250
41,2000,95458
83,1875,32875
458,1000,28042
125,3875,37625
83,6709,25916
458,1417,45250
250,1125,28709
42,3833,36542
83,10292,27209
125,1584,27625
166,2209,93750
42,3500,93500
83,2792,110958
125,7375,77125
125,27125,144875
42,31833,79041
459,34958,39250
166,1792,30583
125,10459,62750
417,1375,31458
83,625,28375
167,625,31750
84,6083,28750
41,875,31459
83,1542,29167
41,417,82000
42,917,42666
41,18667,28292
917,1042,26208
125,667,29334
83,2667,42500
125,2250,25917
125,1166,30042
166,3250,26875
42,5000,81375
125,5916,29167
750,9500,28500
83,9292,41167
83,9542,33042
41,10792,40125
209,2000,97625
42,2250,33250
42,3708,48125
41,2667,97667
166,2125,72292
875,1250,17875
167,2500,25708
250,416,26250
41,4417,30375
84,2666,31125
125,667,27667
83,167,27250
41,750,56417
42,2583,33959
500,959,30834
83,625,29250
83,4209,29416
125,792,26917
42,500,46541
83,500,28833
42,6333,28500
83,4292,39791
83,1583,28667
209,875,30916
167,792,30750
83,2625,30625
42,2791,31917
125,459,95625
83,50917,28791
42,27583,31250
42,36125,44000
42,23667,72500
792,7042,95584
42,4292,35208
125,25500,27875
542,1458,134041
42,2875,83542
42,24625,30500
42,3042,34000
625,500,36500
42,2875,50041
83,3542,27875
41,625,36417
41,3000,84000
83,1917,43750
41,2292,65792
167,791,26584
334,2708,31417
125,1000,30667
84,791,29625
42,875,28459
84,291,30500
83,11209,26667
84,333,32000
83,917,34125
42,1750,34959
125,917,30000
41,3000,32167
125,1125,48625
167,1042,29334
84,3083,29875
83,917,30583
125,459,27750
83,459,27916
125,416,27042
83,4625,29750
42,875,27917
84,458,50792
42,375,30000
83,250,28500
84,625,27584
42,625,27375
84,578833,35708
83,638958,164708
42,611791,355958
42,590125,70125
84,749625,203250
125,511875,37833
42,38333,59583
209,19291,64042
291,18917,99958
333,5000,38167
84,4375,30333
83,4917,32083
834,7000,160584
1208,1292,28708
125,1000,27333
0,1584,85459
834,13250,73834
83,3584,35959
72666,1584,77709
125,16250,29208
41,3209,34000
41,2792,36542
125,2667,31708
125,5458,189042
542,4708,94333
250,5500,74916
666,3125,28875
42,1208,33375
42,2666,113708
791,1542,29625
83,2917,31917
41,4042,28708
41,6334,28833
625,9750,28250
42,7708,38083
42,2666,38042
84,2958,43292
167,15250,26291
166,334,44625
167,1333,30292
84,4166,27209
500,1792,26875
125,3792,32500
42,667,74250
41,500,30042
84,6500,46542
416,500,29583
166,2834,29666
250,458,30875
83,833,33500
42,2166,38833
792,875,26125
708,3542,33583
42,11750,29917
83,1625,54208
41,19125,32500
84,20500,30875
125,14250,40166
83,11042,28500
166,15834,27792
83,667,30458
42,9208,31708
83,500,29750
42,250,80625
125,28250,22083
292,958,27417
41,2000,34542
42,2208,55125
84,4541,78125
125,1417,73958
42,20833,32833
125,1916,31042
83,500,27709
84,458,27042
83,375,28292
42,583,28708
41,709,27583
84,541,27542
459,1208,29709
41,5709,29083
375,3125,41084
167,4375,30625
125,4166,29042
166,3375,33792
166,1500,93584
42,7125,51375
375,750,28000
125,9834,30084
500,875,32958
125,958,32333
167,14958,51458
375,3750,32583
625,750,44791
83,3458,28084
42,3250,30042
42,2958,37750
625,4458,36334
667,5125,37333
167,5916,31250
84,791,65500
83,708,73375
41,1250,78083
42,24167,31125
125,625,33292
417,8291,93000
333,1250,31833
792,1041,27125
83,7584,28792
83,1083,33334
42,2041,33084
42,6125,33334
41,2000,28334
41,1250,26917
83,1959,28292
42,3125,28208
334,666,30542
208,667,111166
542,1542,138792
41,2459,28166
916,1125,29583
167,5125,56416
625,1500,40875
125,5125,90708
42,22917,28834
125,500,27000
125,417,30083
42,2875,30083
83,9167,29667
41,6375,95625
584,7375,38083
84,4375,96334
125,6417,70333
250,4292,69000
42,5792,141584
625,3000,54583
292,8250,34666
125,667,27792
83,3375,27709
208,6500,31500
42,16541,52292
250,1292,28041
167,1291,69959
83,583,33834
83,750,59291
541,6500,47750
167,5542,32292
83,584,37958
83,1500,32292
41,2625,27625
125,1041,35708
167,7458,27750
41,1542,40250
42,583,33667
42,3291,77584
542,8250,36208
83,14125,88292
125,14541,86917
708,1125,28041
42,4833,30125
625,4792,35709
83,25833,51292
83,9375,43583
42,46083,28667
42,5917,52917
83,417,35041
83,9584,28541
125,4166,26500
84,3541,27250
41,375,28583
84,250,31500
375,3417,30500
83,5042,42625
125,5458,30167
41,3292,29083
625,667,29833
125,1083,90708
42,28000,50875
84,6291,67500
125,7292,142000
166,23750,34625
125,1500,68875
458,1375,26750
83,334,27333
917,4667,138375
583,138584,82042
83,27834,78250
125,44833,72125
42,7083,75042
83,5625,56208
42,7291,41542
291,10125,36125
583,8500,96500
125,5583,164375
42,30083,96917
125,18791,39292
83,8750,24917
625,1459,28834
42,9375,28000
41,1292,28083
708,1000,28709
125,917,29375
42,2958,32625
83,9500,34250
83,4583,35417
83,3209,37333
84,3250,30500
125,1250,30584
125,2958,37042
125,1667,54166
375,1375,29625
84,3000,30750
41,2750,28917
83,542,29292
84,416,29750
83,209,28000
41,334,28000
125,750,28875
42,2125,53750
41,500,155709
917,8333,32708
42,15750,82041
83,2667,30000
542,1791,29667
666,33709,30583
42,583,31917
83,875,77208
459,10541,28333
41,792,37833
166,2209,152667
84,31125,32500
42,4958,164375
83,47375,79583
42,85000,35750
166,11084,34375
583,59417,124750
1042,56708,144292
167,8000,61917
1792,708250,70708
417,70667,30625
416,1329042,79250
40750,124792,79000
167,42000,27875
83,96750,27292
41,47167,29000
1083,1000,28167
250,5166,31834
84,7750,30541
42,4250,46833
292,71000,33417
250,32375,90375
167,1333,43833
84,2833,28833
41,9375,34875
417,6833,30166
41,3042,65500
125,8208,87750
84,708,29667
41,334,30083
875,1333,26500
875,7333,27083
125,7417,27041
41,5209,36875
41,10542,33791
42,36541,73333
41,917,73166
42,2500,38333
125,875,30542
42,16083,28541
375,1708,27375
42,2291,36125
125,2500,34083
125,6167,91709
42,18333,66792
667,6375,32708
584,916,31875
292,2958,33166
42,6958,83000
83,1834,28875
83,459,28041
83,709,38334
42,2792,37333
84,3375,57584
8208,21333,30333
83,13708,35000
500,709,29500
417,15250,31875
167,1041,25750
500,1375,30167
42,4708,29875
209,11375,27416
83,3417,40041
84,10875,37667
42,2416,88209
41,12500,40500
83,3709,29208
458,7125,183875
83,8667,214375
584,99875,68166
83,92000,67750
291,42959,89167
834,2500,31750
42,1875,88208
625,7083,28792
41,3042,33042
834,791,30667
125,1208,29458
83,334,27584
83,667,81500
42,6708,57958
41,21917,31291
833,625,29625
83,625,36709
42,1708,35209
417,2375,55625
42,4375,29375
208,1500,29333
42,3333,30875
708,5959,30125
375,750,29625
166,584,37500
41,3084,38166
84,3041,32833
83,2583,29209
83,1083,42084
83,4959,105833
42,1916,105708
125,5667,27625
84,541,28042
125,750,28000
208,1083,30584
84,2208,55375
83,1167,31167
84,375,29500
42,416,29625
83,458,33959
42,1167,30791
125,416,29792
41,250,28667
83,208,28167
250,1000,27875
42,3333,41667
584,3333,58250
208,4875,44416
625,1041,30000
84,1291,30834
541,10209,27791
83,6959,28833
125,1000,32459
125,500,35708
42,2542,55750
84,4416,103708
500,6125,36542
375,1666,28583
83,1459,47959
583,5250,28125
500,11833,29291
125,625,30958
166,709,86834
125,708,33417
42,2791,37000
334,958,92750
84,2708,35292
41,5750,37583
42,1083,82167
84,1000,48584
292,5125,28500
83,1000,28625
42,375,27542
250,667,26916
83,1959,45708
125,459,85791
42,12666,33375
541,8125,28750
166,584,29833
41,292,28292
41,10917,29875
41,459,28708
83,292,27500
292,666,28917
42,625,26250
125,5209,54000
42,1458,30000
125,5084,27791
83,459,26125
83,1458,27750
42,4375,29166
84,666,28042
42,250,28000
83,292,27041
42,292,27459
42,542,29667
166,1959,28208
42,833,27417
42,458,27292
84,541,28042
83,3417,27291
84,208,28292
83,375,28500
84,2208,25916
125,2042,38375
83,917,29292
41,750,88125
42,542,71375
125,22917,25417
459,1041,28667
42,3791,55208
42,3458,42083
84,2416,42625
41,7417,30791
83,3917,66583
84,1041,30917
42,6708,85875
125,8083,83708
125,4666,72417
625,4500,65167
791,7709,59000
208,1000,120417
334,1083,32041
83,2417,28583
42,542,27792
125,542,29833
84,2875,27209
125,875,28750
84,791,28334
83,542,29708
83,792,29583
83,625,28166
125,583,28625
84,666,28167
84,1041,28083
208,834,26583
42,958,27541
41,3000,27709
42,791,49542
42,2166,68667
84,500,80542
83,4584,56541
41,8500,28917
167,500,28000
83,625,27916
83,625,30125
42,583,28708
84,500,28709
1167,1500,31959
84,1583,27000
125,3833,48667
84,3166,32667
83,792,27750
1250,10333,28333
458,1000,30875
125,1833,27291
42,1375,41792
583,1333,142834
125,5458,144125
1042,54792,91250
500,1459,27250
333,1042,28542
125,1000,27916
42,708,29583
83,18042,28666
42,1750,27542
83,792,29167
41,709,28083
42,541,28917
83,917,28834
84,458,62667
83,9333,30250
42,3083,28000
42,1000,28833
542,1292,28208
83,1250,26583
83,542,28875
41,24500,29250
125,19000,29875
84,583,43958
42,1833,40000
83,12500,33917
83,3209,31791
42,417,31791
167,500,28667
83,459,29708
125,333,28667
583,6125,30584
541,834,28125
42,1167,32709
84,708,89459
125,5500,29375
84,2583,32958
42,2667,30209
84,3708,29042
125,875,28458
125,1375,55333
83,4250,31083
167,833,53875
166,3250,62208
291,2417,28625
42,958,27750
84,291,29250
84,250,29167
83,542,29208
83,708,28875
83,292,28917
41,334,28375
42,583,28167
42,250,86916
42,250,80291
42,6458,30958
83,875,24458
1708,22000,29042
167,1083,35583
0,9209,38167
917,2541,34625
83,4000,30167
84,2583,29917
125,1375,29375
41,292,29750
416,834,30917
375,750,28500
84,1125,62291
42,875,100084
83,792,24709
166,750,28875
42,4917,88834
41,1834,80959
125,4125,143583
125,12458,31125
125,2000,30583
83,5792,30958
83,1167,38000
125,1000,95000
84,13750,67875
167,1208,46167
250,1542,26375
750,1042,29000
291,3542,30291
375,3292,32833
42,1667,29333
83,4667,29042
125,1584,30458
42,6916,27209
83,917,27000
834,1833,30250
166,7000,27792
125,7375,28417
416,959,25792
83,35375,31458
83,40208,76583
333,1792,30500
83,833,29250
42,333,30542
42,208,27959
83,625,28750
84,541,28125
84,375,25708
41,459,25958
42,458,25458
42,667,26916
42,708,90542
83,334,32084
41,667,26041
125,625,29292
42,2000,27584
42,541,26959
42,1208,29292
41,959,27500
1042,1000,27375
42,1000,29125
42,417,29250
84,500,78875
42,5542,33542
83,16375,29792
958,584,25834
83,459,28500
167,583,27625
42,833,29500
83,1709,26875
42,583,29708
42,1042,27833
84,375,27417
84,375,29666
42,667,28875
42,416,30209
83,375,28417
42,542,27209
84,208,28416
84,3708,28208
20625,42958,32667
750,3500,28917
958,63834,33875
667,56916,28292
458,38292,28250
584,144916,74750
750,13500,32292
42,4291,26750
42,3125,26208
1041,2625,27708
584,4041,26625
167,6583,28291
42,3000,25792
834,11708,29750
83,375,28959
42,4292,26959
167,750,27958
1208,3417,32208
917,4833,30292
209,8583,34000
167,4000,30583
125,5166,29833
167,750,31167
125,5041,30292
125,1292,34292
83,1750,51583
208,1375,32167
208,77584,60709
84,42958,29417
1083,5042,48959
875,6125,27416
167,6208,83417
41,2584,34959
42,2250,30791
42,667,73125
833,9417,26041
250,59000,34917
209,75125,31625
208,58042,74709
875,4625,31833
541,625,26417
41,5709,28416
84,8416,47833
84,6958,31333
41,875,41833
42,2791,29833
42,3000,30875
42,2125,61958
42,1917,137000
459,791,49792
125,31916,33084
83,11667,32708
208,1500,29334
250,916,27875
83,6542,28459
292,625,29333
42,375,29167
83,708,29834
83,1584,28625
84,583,27750
83,334,27958
84,583,28792
83,792,28667
42,292,109041
250,45167,19791
209,583,28125
375,1458,58500
875,875,27208
375,1125,29041
250,458,27584
125,709,27542
125,625,60333
41,8459,26750
417,1042,27375
42,2833,29125
83,1625,35542
41,4084,32542
83,2417,44709
333,1000,27375
84,791,27834
42,3333,28125
83,750,27458
83,750,27208
83,459,28500
83,458,27917
84,416,74458
84,750,56041
209,12291,30917
83,583,28750
83,3250,27750
84,250,28375
166,4084,26791
84,2375,25708
84,2000,26875
125,208,27500
42,625,27750
83,1500,29541
84,375,25500
42,7667,26875
125,583,27666
41,1084,93958
83,2500,101416
41,1250,43125
125,500,26958
208,13792,44250
42,2208,33833
83,30292,46083
167,5458,74667
125,833,116959
42,55083,90209
83,13750,84417
875,750,71875
292,36208,26209
250,1250,44917
41,4375,28209
84,3375,41833
250,5041,32917
209,6583,28333
84,1833,28000
84,3125,52834
166,625,31042
84,625,29709
41,584,32250
41,834,44250
167,458,29875
84,250,29084
42,416,29250
42,333,28417
42,3000,27458
125,458,65625
208,833,43750
42,375,27584
84,1791,28917
83,6125,51667
84,833,29416
125,792,28167
84,250,28166
42,458,73875
42,625,53666
83,13625,29375
583,709,29209
125,792,32041
42,792,28708
583,917,30375
125,292,26000
42,333,28042
41,625,27750
42,333,29833
41,209,27834
42,1625,27917
42,833,26834
42,4583,27500
125,625,29042
83,500,27500
83,792,100208
83,208,68375
125,833,26667
83,1292,25584
125,1291,28417
83,1125,29250
167,3250,67167
42,875,62792
167,750,27958
83,375,28125
83,4584,27375
83,417,27792
42,375,27916
83,292,28084
83,292,27583
375,26583,41416
42,3542,65834
41,33542,34583
167,916,41334
42,2625,41916
42,3208,93375
42,4166,28875
542,10750,27709
208,4334,27166
42,1958,27417
83,1250,30208
83,875,26375
42,500,30000
84,458,40583
125,2042,26625
125,333,27667
42,4292,26834
84,4291,27750
83,3292,61958
41,2667,38333
125,1083,27875
84,666,28042
41,917,27291
42,333,26833
125,958,27333
84,4958,27416
83,4000,30250
42,1541,28875
41,9292,27167
208,583,28333
42,2250,28916
83,6292,27541
42,19166,30292
83,4625,29000
42,6083,30708
167,24125,27458
125,44083,80542
875,792,35375
166,7750,27167
167,16417,128916
42,1375,27084
42,458,27916
83,1125,30041
42,875,27666
84,500,28292
83,375,26584
83,250,27250
41,250,28125
42,3917,29209
42,875,28875
84,666,29458
83,875,28625
84,333,28292
83,1292,27125
166,1000,27292
42,2291,26459
42,2958,64792
41,1209,26750
41,292,27292
84,3250,27459
83,750,28709
83,209,89000
84,416,69708
42,43375,33000
42,25250,32667
875,1292,27750
416,750,39792
42,750,27833
125,5167,28375
83,500,29708
83,334,26875
83,333,29917
84,458,27625
84,250,29042
41,459,27875
83,292,28084
83,375,27083
41,292,28000
42,708,26583
208,875,29334
208,15334,36458
125,12625,75667
42,10708,73416
41,25459,26875
208,14583,103542
41,1167,83541
125,1708,138208
41,7042,100291
542,1666,35333
83,4542,30833
125,750,36875
500,4375,117375
125,1209,28917
42,6042,31209
42,4250,37292
42,4542,85375
167,1875,83750
42,625,39167
41,2917,153458
83,5959,210042
167,22708,119125
209,12750,59375
167,5292,26709
708,25458,60792
250,2166,28542
125,4500,29000
42,4125,28875
42,417,28750
41,459,28125
83,292,27708
125,708,29167
83,334,28500
83,334,27584
41,459,27084
41,375,28667
83,583,79875
42,1833,72542
125,416,29625
166,3834,28750
42,667,27041
83,2083,28334
41,1042,70792
166,3625,42875
83,5250,27875
83,4208,32875
125,500,31208
42,417,30250
83,2500,29833
42,500,27625
84,250,28000
42,333,28625
542,958,30500
125,1750,26584
83,667,30417
958,792,29292
83,833,31125
84,291,27625
84,291,29000
83,334,28500
42,333,28000
84,1708,29042
42,292,27833
83,12834,27875
42,4166,26209
125,791,26292
42,2625,29500
125,875,27625
667,667,28625
42,916,40250
42,5791,29583
84,666,28250
83,292,27375
83,292,27708
83,292,29708
83,167,27083
83,250,27208
83,334,27834
208,5834,27667
83,542,26875
84,291,35709
41,459,28750
41,2542,34167
83,8333,27625
42,208,60583
41,292,83291
42,28792,29166
42,5583,29459
209,791,31375
125,375,29542
83,542,28041
292,2750,27083
125,500,26042
83,709,28000
84,500,27667
42,458,28958
42,666,27750
42,917,27709
41,917,27500
83,583,29208
84,500,28292
41,792,27625
83,3875,28375
125,1583,47625
1083,5042,31542
167,1375,34541
42,11791,53208
83,3708,30667
42,833,32541
83,1084,29167
42,875,27959
42,750,27958
41,584,28125
41,917,28500
83,375,29458
83,1209,28250
41,834,28375
875,1917,55917
542,1083,28208
167,8083,32083
417,1208,84625
42,20416,37083
42,333,35500
41,584,83916
42,1708,96125
42,1375,152458
41,959,202250
333,17667,173875
83,116125,102334
167,708,36042
917,330958,58000
1208,303458,195584
125,291333,32750
708,288542,92666
125,101584,70584
958,8000,32958
417,7583,77542
125,21000,67458
166,51417,33750
292,12708,66583
166,18375,64375
125,35792,63916
125,48667,65916
208,68750,88166
125,1584,29792
917,1083,33125
500,1250,32625
83,4625,36625
709,6166,39084
125,4625,42833
167,5708,118958
125,750,31333
42,6875,104250
125,19167,29666
125,6791,121209
83,1000,157042
84,1333,29917
292,1083,28125
42,500,27750
125,1083,29000
41,1292,29042
42,541,27334
84,458,64500
83,834,52625
41,292,28250
41,459,29000
84,291,29167
84,625,28666
41,3750,28667
41,584,28166
41,959,34459
41,7917,33541
42,8042,48125
625,834,37041
292,6833,76500
666,13959,31125
333,11042,31916
125,5958,61417
125,625,32125
500,1625,61917
125,3709,30084
500,583,100583
208,4417,30541
125,583,27667
42,916,27250
83,1417,26666
83,458,28334
41,667,26916
42,875,28917
42,2625,27791
42,1125,28833
41,625,27083
83,250,26084
125,833,59791
42,2458,50792
500,959,26041
250,3000,28417
83,1167,45000
250,3042,30542
83,542,29459
83,833,27125
83,6250,27875
42,416,27709
83,500,28208
83,250,27375
84,375,28125
83,375,27458
83,250,27292
41,250,28125
292,1750,28417
125,959,27125
41,1042,27000
83,625,28958
84,333,27667
83,792,28250
42,583,78167
1000,708,64583
166,3334,29875
667,958,29291
41,250,29958
83,292,27792
125,375,27709
208,2584,27334
42,7125,29291
125,916,69542
41,3167,31083
83,2583,30167
83,1167,28167
41,750,29458
41,750,27625
83,4125,28542
42,1833,27125
84,916,91875
84,2625,95000
83,1209,26125
208,875,27417
42,2417,27875
41,8084,33959
41,1667,101250
41,2209,47667
125,19833,28000
292,9375,29875
166,2625,79208
209,1583,30958
209,3250,27959
125,1250,78208
167,6000,58625
209,2083,45917
292,4500,28709
41,5500,48125
292,2750,31167
83,1375,28167
83,542,27375
41,375,27875
84,416,27250
83,625,27584
42,833,28375
83,667,26333
84,500,28584
41,459,82250
83,2209,99584
250,500,29042
84,1583,26625
83,709,26166
84,458,28708
125,1250,30959
42,208,26583
42,375,26500
83,292,25584
41,500,25833
42,458,26875
83,625,26250
83,709,25500
125,1542,25000
208,1375,31333
42,5416,26750
875,11000,28667
209,333,47917
42,11208,44375
83,750,62250
333,917,29125
125,12375,29500
83,1125,27834
42,583,28833
42,250,28125
41,334,44458
83,333,97000
208,1458,36625
83,2667,26209
42,3541,28625
41,2375,30292
83,1083,27042
84,5041,27167
83,1167,28416
458,875,25833
750,29208,35500
125,19125,84875
125,2041,30875
84,3625,30042
208,1333,33333
125,2459,27750
42,1458,50000
84,416,37583
125,12125,29583
83,14959,27291
41,1667,30167
750,750,30459
125,833,29792
375,750,27083
83,1084,28959
42,750,39708
83,3000,27500
83,375,28042
209,8083,27916
125,3500,28125
41,3500,29667
83,875,27833
125,22333,27958
417,833,30583
125,916,62334
125,708,27750
500,959,30125
42,8708,54667
209,3583,82458
166,2167,28416
83,3208,29292
167,1750,27250
42,2500,28959
84,625,31542
41,6250,29500
458,1125,28625
125,1167,32583
41,1459,52834
42,3542,30833
84,2833,29208
42,1333,88417
42,166,35459
41,1667,54208
125,2709,45292
84,5000,44583
125,1209,31125
42,2833,32458
83,5000,52833
166,19625,49792
250,1667,130875
83,47208,34958
250,18458,31292
584,791,126084
83,28417,81750
166,9042,28208
334,750,28083
83,292,27416
167,958,27917
291,5209,29334
83,1000,29041
42,458,26792
83,5625,27625
42,1708,35125
125,875,29209
2333,2583,51083
125,875,27459
333,1667,26458
42,6667,40875
41,1167,35042
125,2084,29750
292,708,28292
41,959,25834
41,5625,101167
292,1708,90708
83,2583,99125
458,12417,37542
83,5500,40000
167,10500,89708
500,875,31791
166,1250,79417
83,4959,67292
667,6291,27667
83,2500,31459
166,625,28250
84,1291,29292
83,584,26708
83,3208,28000
84,875,57208
83,459,36584
125,208,28292
42,417,28375
125,292,30291
84,5083,27708
84,500,29291
42,208,28708
84,333,28291
83,1917,27291
42,1708,26500
83,2208,27750
83,2000,41917
83,875,27833
583,750,27125
84,291,28167
83,375,27208
84,208,40917
83,667,80334
167,6458,29541
542,1292,25709
125,958,51541
625,709,29292
41,625,29250
84,875,30250
41,625,31750
125,1000,30458
125,6959,28417
84,291,29458
41,11542,27500
125,667,27250
83,1000,28500
84,500,28958
42,291,27667
84,333,66125
166,584,26791
83,542,28500
42,375,27167
167,2292,27791
84,333,57917
41,2792,35750
84,916,28708
83,375,27958
84,333,27583
125,292,26792
83,292,27833
83,3542,28625
84,500,28334
708,3417,26625
42,13291,101208
41,7750,47500
166,22584,38833
83,500,141667
167,33958,31917
167,23500,38750
84,12250,36709
167,500,226125
125,2958,31583
708,4667,55333
459,3916,66000
833,875,40917
292,6833,28375
83,792,29375
84,583,27958
42,542,59166
84,416,39167
42,1083,27750
83,417,27375
83,500,29042
41,750,28917
84,3250,26667
41,292,28542
83,542,28042
83,417,28667
125,2875,28208
83,1459,28291
83,10459,26333
84,5916,29500
125,1708,160250
709,3666,190417
166,113875,93458
125,88917,118709
125,142167,86666
42,160958,129208
500,179083,51375
792,134666,39333
125,149250,81125
375,708,28667
42,3375,38458
792,1000,55833
208,875,43708
417,916,65375
667,1083,32542
166,709,29292
459,833,29375
42,3708,38083
84,375,31417
42,12333,38000
167,1083,27208
542,7125,26208
125,2542,71459
42,1375,27292
41,959,27666
125,459,26750
84,583,29000
41,2084,28583
83,542,29083
42,1625,26791
84,3416,27834
83,834,28166
125,458,26875
83,1000,26792
42,750,26541
84,4916,38667
83,625,49042
42,1292,35167
83,542,31333
42,3833,29500
84,1083,30750
84,791,27625
42,292,29125
41,584,28709
42,1042,30291
83,1959,29791
83,667,30541
42,2583,28000
125,250,42916
125,1375,26792
83,417,31416
42,2208,30000
83,1292,30167
42,791,28542
41,2750,28042
41,34834,26250
41,56084,25791
41,60417,25125
42,30250,30959
41,18959,28959
125,19041,135917
167,3041,23459
167,1167,27583
208,542,27708
42,1208,28417
83,375,64917
41,4459,44000
167,333,28500
83,8500,32333
84,458,28958
83,3125,28041
84,375,28916
83,292,28250
83,208,28000
125,167,27958
250,2250,27375
42,750,28250
41,875,27833
83,667,29875
41,584,27584
83,1292,27417
42,708,69083
83,250,47250
41,9792,28542
167,7125,29541
83,375,28750
42,1375,27666
83,1250,28167
167,541,27250
42,875,26750
42,667,27250
41,3667,66583
84,541,48667
125,917,29958
83,334,29291
41,625,28500
83,459,27208
42,583,27542
83,458,29042
83,292,26584
125,291,27167
125,3958,33625
41,1792,26250
42,2250,27375
83,1500,28917
83,375,30208
42,3167,30666
42,625,30583
83,667,27875
83,500,29292
84,458,29291
41,584,80917
83,333,63375
42,19041,37750
1292,1375,21667
84,4833,33916
916,10292,31042
1416,11792,314083
542,99500,33792
417,23833,37250
166,19167,62750
125,75500,61042
83,10917,29583
83,45042,28541
84,54875,59708
166,155167,28708
